X_Minimum,X_Maximum,Pixels_Areas,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,Steel_Plate_Thickness,Outside_X_Index,Edges_Y_Index,LogOfAreas,Orientation_Index,Luminosity_Index,Class
-1.1352337250888562,-1.1940419451771214,-0.2739775847067552,-0.3057489676980932,-0.5395305759850425,-1.2686667605274107,1.454518590392437,0.03516730439290973,-0.5149481721755198,0.6951225065405833,0.2371728977650596,1.4069652256521843,-1.14009655113013,0
0.03014699629644245,-0.00891704671730812,-0.39315910966971546,-0.39766364345400285,-0.24492569478535614,-0.36487757020380196,1.454518590392437,0.03516730439290973,-0.5563644709280992,0.5266901267033464,-0.417694575426816,1.356267619593584,-0.3137016728417411,0
0.3857523905499996,0.3539165328444317,-0.4208931752271339,-0.4222138863350752,0.3074584574640558,-0.24437234482732084,1.0281308671618,0.47506541983116607,-0.5525993528596828,0.4290701588096925,-0.7210559767705974,1.1009617468522666,0.06342580834777431,0
0.43213570284394187,0.403214573545755,-0.34218839459121675,-0.3431943600515886,0.3074584574640558,-0.18411973213908026,-0.7706923402174507,4.654097516494601,-0.4961225818334384,0.6951225065405833,-0.0643560074695614,1.4598846391476157,-0.17942143332729235,0
1.2747658761838925,1.2826916196573634,1.331599940265955,1.290626095672307,-1.9757293718335136,-0.18411973213908026,-0.7706923402174507,2.3446324104437557,-0.2175038447706325,0.6369551681583545,1.828612473293421,1.6404569890137055,-0.48226622882796377,0
-0.3853701763367901,-0.4230205886084242,-0.0018839145082987004,-0.03238470120014988,-0.9814378977845721,-0.12386711945083968,-0.5441738622511747,-0.844628926483603,-0.39446439398619837,0.6951225065405833,0.8582224882151521,1.518863527470768,-0.6786867919475031,0
-0.8492032992762125,-0.8982537009691812,-0.375169445524363,-0.33594755843034363,1.228098711213076,2.587500451519986,1.454518590392437,1.574810708426807,-0.46976675535452433,0.6951225065405833,-0.27242761113698727,0.7642569289252286,2.255479292761833,0
-0.5786339775615494,-0.6162689081576117,-0.27622629272492427,-0.26612451729033615,-1.386519609434141,1.1414377470022123,1.454518590392437,1.574810708426807,-0.40199463012303094,0.6951225065405833,0.22900996055152617,0.7642569289252286,0.08556776273579514,0
-1.0733893086969333,-1.115165080055004,0.6547388267970674,0.8124160361655213,-1.386519609434141,0.8401746835610095,1.454518590392437,1.574810708426807,-0.33422250489153765,0.6040779768988335,1.4887677403218038,1.577034485816891,0.4755518626022258,0
-1.0115448923050103,-1.0599512744695219,-0.1428029503135599,-0.11814210436194535,-0.5395305759850425,0.8401746835610095,1.454518590392437,1.574810708426807,-0.4245853385335287,0.6951225065405833,0.601839623488035,1.269213164568657,0.15985044842463914,0
-0.24042232541822062,-0.2770983881325071,-0.2612349059371305,-0.2567058255689554,0.23380723716413424,-0.6058880209567643,1.454518590392437,1.574810708426807,-0.46976675535452433,0.32841537326131354,0.28181916660642914,1.4586727441820713,-0.09871043829999071,0
-1.127503173039866,-1.1782665721526977,-0.11431931541675179,-0.03518737126336135,0.41793528791393825,1.7439638738846182,1.454518590392437,1.574810708426807,-0.4245853385335287,0.6951225065405833,0.6614790423134462,1.3253642979722065,1.001958971762591,0
-0.09354183648740352,-0.12920426602853707,-0.1495490743680671,-0.20040154591032086,-1.0550891180844937,-1.0879089224626888,1.454518590392437,1.574810708426807,-0.4923574637650221,0.6951225065405833,0.587013064059371,1.4711956588260284,-1.1865232296856574,0
-0.3447847780795907,-0.37372254790710085,0.07157388075189065,0.017081350222413687,-2.0125549819834747,0.23764855667860377,1.454518590392437,1.574810708426807,-0.3568132133020354,0.47206340891829635,0.9628413569926887,1.3079938034660723,-0.8936780264892532,0
0.07653030859038469,0.05615636700843869,0.34816496698668525,0.3775004195789332,-1.4969964398840234,0.29790116936684435,1.454518590392437,1.574810708426807,-0.3568132133020354,0.6571872858565211,1.2595391361213408,1.5447172867357115,-0.12156664928117353,0
-0.9149129916926307,-0.9140290739936047,3.306715149557781,3.6129070413227296,-2.9331952357324944,0.8401746835610095,1.454518590392437,1.574810708426807,0.11006142718158517,0.4437384441408634,2.3633681560575823,1.5029069104244357,0.11413802646227361,0
-1.0424671005009718,-1.087558177262263,-0.06035032298069431,-0.051071557606268296,-0.4290537455351601,0.29790116936684435,1.454518590392437,1.574810708426807,-0.3794039217125332,0.49533034427118816,0.7625995094280397,1.3867669762264472,-0.16156501849824328,0
-1.0579282045989526,-1.1171370016830569,-0.37142159882741455,-0.37250412447223236,0.049679186414330244,-0.18411973213908026,1.454518590392437,1.574810708426807,-0.5375388805860176,0.6951225065405833,-0.24560653172109043,1.2086184162914455,-0.1301377283991171,0
1.8777489360051416,1.888071559469614,-0.31745260639135703,-0.30154137862621305,0.19698162701417343,0.7196694581845283,1.454518590392437,2.674555997022448,-0.4245853385335287,0.6951225065405833,0.05992054684260869,0.876559195732327,0.4212683615219168,0
-1.183549675395046,-1.2374242209942858,-0.2612349059371305,-0.24565284030687842,-0.13444886433547376,0.7196694581845283,1.454518590392437,2.674555997022448,-0.4471760469440266,0.6951225065405833,0.28181916660642914,1.120756031289489,0.20413435720068068,0
