X_Minimum,X_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypesOfSteel_A300,TypesOfSteel_A400,Steel_Plate_Thickness,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scratch,K_Scratch,Stains,Dirtiness,Bumps,Class
-1.1352337250888567,-1.1940419451771203,-0.2739775847067553,-0.4889924668339902,0.08891408421441818,-0.3057489676980935,-0.5395305759850423,-1.2686667605274118,1.4545185903924402,1.0912549445966238,-1.0912549445966238,0.0351673043929097,-1.4408041463484276,-0.5149481721755198,-0.7188421534401999,0.6951225065405814,0.8367222180970342,0.23717289776505968,-0.8468762679502846,0.8656732738862981,1.4069652256521832,-1.1400965511301295,0.17889922259672209,1,0,0,0,0,0,0,0
0.030146996296442456,-0.008917046717308112,-0.3931591096697157,-0.5982671757565763,-0.20657640139705977,-0.39766364345400323,-0.24492569478535606,-0.3648775702038023,1.4545185903924402,1.0912549445966238,-1.0912549445966238,0.0351673043929097,-1.3465096045457767,-0.5563644709280992,-0.1599040891266726,0.5266901267033449,0.8367222180970342,-0.41769457542681615,-1.19073284744188,0.3998188043365731,1.356267619593583,-0.31370167284174094,-0.7035475446608075,1,0,0,0,0,0,0,0
0.3857523905499997,0.35391653284443136,-0.4208931752271341,-0.6294885211630294,-0.4387474972346496,-0.4222138863350756,0.3074584574640557,-0.24437234482732104,1.0281308671618021,1.0912549445966238,-1.0912549445966238,0.4750654198311658,-0.8716558163443797,-0.5525993528596828,0.4880148416849899,0.4290701588096914,0.8367222180970342,-0.7210559767705977,-1.19073284744188,-0.13291703577247146,1.1009617468522657,0.06342580834777428,-0.962871224679405,1,0,0,0,0,0,0,0
0.432135702843942,0.4032145735457547,-0.3421883945912169,-0.5514351576468965,0.1100205474723809,-0.343194360051589,0.3074584574640557,-0.18411973213908042,-0.7706923402174525,-0.9158080264801769,0.9158080264801769,4.654097516494598,-1.5392311182699197,-0.4961225818334384,-0.42555085075945415,0.6951225065405814,0.8367222180970342,-0.06435600746956142,-1.006553462590097,0.8906251698257369,1.4598846391476143,-0.17942143332729227,-0.010773972620717453,1,0,0,0,0,0,0,0
1.274765876183893,1.2826916196573623,1.3315999402659557,0.1822664594047528,4.647910147934364,1.2906260956723083,-1.975729371833513,-0.18411973213908042,-0.7706923402174525,-0.9158080264801769,0.9158080264801769,2.344632410443754,-1.8750849842921102,-0.2175038447706325,-1.527876925047029,0.6369551681583528,0.8367222180970342,1.8286124732934217,0.054473965240654204,2.837130289142561,1.640456989013704,-0.48226622882796355,1.4780051400040362,1,0,0,0,0,0,0,0
-0.3853701763367902,-0.4230205886084238,-0.0018839145082987015,-0.4421604487243105,0.9964920043068147,-0.03238470120014991,-0.9814378977845718,-0.1238671194508398,-0.544173862251176,-0.9158080264801769,0.9158080264801769,-0.8446289264836024,-1.6489283541518878,-0.39446439398619837,-0.3758770660638931,0.6951225065405814,0.8367222180970342,0.8582224882151525,-0.4661287503867325,1.627091954100095,1.5188635274707667,-0.6786867919475029,1.438826742303385,1,0,0,0,0,0,0,0
-0.8492032992762127,-0.8982537009691804,-0.37516944552436315,-0.5826565030533497,-0.4176410339766869,-0.33594755843034396,1.2280987112130752,2.5875004515199884,1.4545185903924402,-0.9158080264801769,0.9158080264801769,1.574810708426806,-0.24540481560725236,-0.46976675535452433,1.1752408542992265,0.6951225065405814,0.8367222180970342,-0.2724276111369874,-0.5801052306985987,-0.015360165212436334,0.7642569289252279,2.255479292761832,-0.5869451705517259,1,0,0,0,0,0,0,0
-0.5786339775615496,-0.6162689081576112,-0.2762262927249244,-0.5202138122404434,-0.2910022544289106,-0.2661245172903364,-1.3865196094341403,1.1414377470022135,1.4545185903924402,-0.9158080264801769,0.9158080264801769,1.574810708426806,-0.24540481560725236,-0.40199463012303094,0.9920957698564633,0.6951225065405814,0.8367222180970342,0.22900996055152625,-0.26653225708696804,0.2778889210861208,0.7642569289252279,0.08556776273579511,0.10769403947410951,1,0,0,0,0,0,0,0
-1.0733893086969335,-1.1151650800550028,0.6547388267970677,-0.036282958440419344,2.6850090649438316,0.8124160361655222,-1.3865196094341403,0.8401746835610102,1.4545185903924402,-0.9158080264801769,0.9158080264801769,1.574810708426806,-1.7571228881724592,-0.33422250489153765,-1.2492717847980142,0.6040779768988319,0.8367222180970342,1.4887677403218045,-0.018206688871260188,2.3352627739070484,1.5770344858168894,0.4755518626022256,1.4780051400040362,1,0,0,0,0,0,0,0
-1.0115448923050105,-1.0599512744695208,-0.14280295031356,-0.5514351576468965,0.17333993724626903,-0.11814210436194547,-0.5395305759850423,0.8401746835610102,1.4545185903924402,-0.9158080264801769,0.9158080264801769,1.574810708426806,-1.1845934789802686,-0.4245853385335287,1.2357132878416484,0.6951225065405814,0.8367222180970342,0.6018396234880352,-0.36206326836285546,0.9626512611973124,1.269213164568656,0.15985044842463908,1.0464208859682889,1,0,0,0,0,0,0,0
-0.24042232541822067,-0.27709838813250687,-0.2612349059371306,-0.09872564925332568,0.616575665663486,-0.25670582556895566,0.23380723716413415,-0.6058880209567648,1.4545185903924402,-0.9158080264801769,0.9158080264801769,1.574810708426806,-1.536601390012475,-0.46976675535452433,-1.7231164961982768,0.32841537326131265,0.8367222180970342,0.28181916660642925,-0.5801052306985987,1.2841963119632738,1.45867274418207,-0.09871043829999068,1.1819905795991146,1,0,0,0,0,0,0,0
-1.1275031730398661,-1.1782665721526968,-0.11431931541675185,-0.5202138122404434,0.2999787167940453,-0.03518737126336138,0.4179352879139381,1.7439638738846197,1.4545185903924402,-0.9158080264801769,0.9158080264801769,1.574810708426806,-1.289031258347348,-0.4245853385335287,0.7039878186222108,0.6951225065405814,0.8367222180970342,0.6614790423134465,-0.36206326836285546,1.0943561139910498,1.3253642979722051,1.0019589717625907,1.1959828644922041,1,0,0,0,0,0,0,0
